id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
26103,94.0,7.0,1.0,4.0,621.0,3876.34,0.03,38.08,142.35,126970.96,1.29,7053.94,77,0,5,0,19.0,75.0,365.0,286.0,13.0,False
26104,14.0,2.0,1.0,2.0,44.0,194.18,0.1,10.18,18.67,1747.58,0.06,97.09,10,0,2,0,13.0,11.0,24.0,18.0,3.0,False
26105,21.0,3.0,1.0,3.0,45.0,206.32,0.1,9.92,21.72,1960.07,0.07,108.89,13,0,4,0,13.0,12.0,28.0,17.0,5.0,False
26106,4.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,2,0,0,0,9.0,7.0,10.0,8.0,3.0,False
26107,12.0,1.0,1.0,1.0,29.0,116.0,0.22,4.5,22.73,486.0,0.04,27.0,7,0,2,0,9.0,9.0,16.0,9.0,1.0,False
26108,24.0,4.0,1.0,4.0,82.0,406.24,0.06,15.56,30.76,7149.9,0.14,397.22,18,0,3,0,16.0,18.0,52.0,36.0,7.0,False
26109,16.0,6.0,5.0,2.0,46.0,207.45,0.06,16.0,13.57,2700.04,0.07,150.0,11,0,3,0,12.0,9.0,26.0,20.0,11.0,False
26110,181.0,35.0,34.0,35.0,718.0,5221.48,0.03,31.45,139.86,129334.82,1.74,7185.27,153,0,8,0,19.0,71.0,439.0,261.0,69.0,True
26111,8.0,4.0,1.0,1.0,27.0,116.69,0.28,3.55,33.29,420.27,0.04,23.35,5,0,1,0,8.0,11.0,16.0,11.0,7.0,True
26112,34.0,3.0,1.0,3.0,113.0,590.0,0.05,20.5,27.65,10990.0,0.2,610.89,27,0,5,0,14.0,17.0,70.0,49.0,5.0,False
26113,75.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
26114,56.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,True
26115,11.0,2.0,1.0,2.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,9,0,0,0,7.0,7.0,11.0,8.0,3.0,False
26116,14.0,3.0,1.0,3.0,38.0,174.23,0.1,10.5,16.1,1878.31,0.06,104.35,9,2,2,0,15.0,10.0,24.0,14.0,5.0,False
26117,20.0,4.0,1.0,4.0,66.0,326.98,0.08,13.13,25.22,4741.58,0.11,263.42,15,0,3,0,14.0,16.0,36.0,30.0,7.0,False
26118,17.0,1.0,1.0,1.0,108.0,578.62,0.13,7.88,61.26,4626.61,0.19,257.02,11,0,3,0,9.0,21.0,52.0,56.0,1.0,False
26119,49.0,4.0,1.0,5.0,125.0,691.12,0.06,17.35,36.29,13978.29,0.23,776.57,34,7,7,0,17.0,25.0,83.0,52.0,5.0,False
26120,9.0,3.0,1.0,2.0,26.0,96.0,0.17,5.83,20.0,800.0,0.03,44.44,7,0,0,0,10.0,6.0,17.0,9.0,5.0,False
26121,46.0,5.0,4.0,3.0,138.0,835.29,0.06,17.64,49.52,10567.51,0.28,587.08,38,0,6,0,18.0,31.0,78.0,60.0,9.0,False
26122,16.0,3.0,1.0,2.0,42.0,199.71,0.14,7.2,27.24,1546.4,0.07,85.91,12,1,2,0,9.0,10.0,23.0,19.0,5.0,False
26123,43.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
26124,12.0,5.0,1.0,2.0,45.0,203.56,0.11,8.71,23.38,1653.11,0.07,91.84,10,0,0,0,11.0,12.0,24.0,19.0,9.0,False
26125,33.0,4.0,1.0,3.0,77.0,370.17,0.08,13.0,28.47,4812.16,0.12,267.34,25,1,6,0,13.0,15.0,46.0,30.0,7.0,True
26126,129.0,13.0,6.0,7.0,375.0,1974.07,0.02,49.74,39.85,87317.89,0.66,4850.99,79,31,16,0,28.0,30.0,214.0,121.0,25.0,False
26127,77.0,13.0,6.0,6.0,226.0,1268.92,0.03,31.88,38.5,39418.52,0.42,2189.92,46,15,13,0,19.0,24.0,149.0,83.0,25.0,False
26128,84.0,11.0,4.0,7.0,262.0,1591.26,0.04,28.0,57.09,37951.13,0.53,2108.4,65,3,7,0,21.0,42.0,150.0,112.0,21.0,True
26129,18.0,4.0,1.0,4.0,52.0,228.4,0.16,6.19,41.62,1485.7,0.08,82.54,14,0,2,0,7.0,16.0,26.0,26.0,7.0,False
26130,37.0,4.0,3.0,4.0,106.0,553.18,0.07,14.68,36.53,8066.95,0.18,448.16,28,0,5,0,13.0,22.0,57.0,51.0,7.0,False
26131,23.0,2.0,1.0,2.0,56.0,256.76,0.1,10.23,25.1,2607.96,0.09,144.89,13,6,4,0,14.0,13.0,36.0,20.0,3.0,False
26132,26.0,3.0,1.0,3.0,65.0,312.48,0.09,11.25,27.8,3518.46,0.1,195.47,19,0,5,0,11.0,16.0,36.0,29.0,5.0,False
26133,33.0,5.0,1.0,5.0,203.0,1168.24,0.05,21.91,48.69,23271.64,0.39,1308.96,25,8,1,0,12.0,23.0,126.0,77.0,9.0,False
26134,12.0,3.0,1.0,2.0,30.0,114.22,0.15,6.67,16.47,685.32,0.04,38.07,9,0,1,0,10.0,9.0,15.0,12.0,5.0,False
26135,139.0,13.0,6.0,11.0,314.0,1881.85,0.02,40.89,47.61,68939.41,0.63,3829.97,79,20,30,0,27.0,44.0,182.0,149.0,25.0,False
26136,29.0,2.0,1.0,2.0,103.0,519.57,0.1,9.95,51.57,4773.46,0.17,265.19,21,0,5,0,13.0,26.0,58.0,45.0,3.0,False
26137,22.0,3.0,1.0,2.0,82.0,427.18,0.13,7.92,48.44,3018.54,0.14,167.7,16,0,4,0,9.0,24.0,43.0,39.0,5.0,True
26138,9.0,3.0,3.0,2.0,28.0,112.0,0.12,8.33,11.35,933.33,0.03,51.85,6,0,1,0,10.0,6.0,15.0,13.0,5.0,False
26139,18.0,3.0,1.0,2.0,60.0,278.63,0.13,7.79,33.77,2239.77,0.09,124.43,14,0,2,0,11.0,12.0,42.0,18.0,5.0,False
26140,7.0,2.0,1.0,1.0,13.0,39.0,0.4,2.5,15.6,97.5,0.01,5.42,5,0,0,0,4.0,4.0,8.0,5.0,3.0,False
26141,23.0,6.0,4.0,2.0,87.0,438.86,0.04,23.83,18.83,10538.49,0.15,585.47,20,0,1,0,20.0,12.0,57.0,30.0,11.0,False
26142,36.0,4.0,1.0,4.0,131.0,692.39,0.07,15.21,41.53,9233.05,0.23,512.95,28,0,6,0,14.0,23.0,84.0,47.0,7.0,True
26143,12.0,1.0,1.0,1.0,28.0,109.39,0.17,6.0,18.56,662.48,0.04,36.8,6,0,4,0,7.0,7.0,16.0,12.0,1.0,False
26144,50.0,8.0,4.0,4.0,164.0,850.16,0.04,27.82,30.79,20360.13,0.28,1131.12,42,0,3,0,16.0,16.0,93.0,73.0,15.0,False
26145,12.0,3.0,1.0,2.0,31.0,131.69,0.13,7.62,19.75,925.11,0.04,51.39,8,0,2,0,9.0,8.0,18.0,13.0,5.0,False
26146,42.0,11.0,8.0,3.0,194.0,995.08,0.03,29.75,33.02,31061.04,0.33,1725.61,29,6,2,1,22.0,28.0,127.0,67.0,21.0,False
26147,17.0,2.0,1.0,2.0,38.0,172.88,0.11,9.0,19.88,1486.74,0.06,82.6,15,0,0,0,10.0,10.0,23.0,15.0,3.0,True
26148,32.0,2.0,1.0,2.0,77.0,366.61,0.04,23.33,14.3,8083.31,0.12,449.07,18,7,3,1,16.0,9.0,46.0,31.0,3.0,False
26149,8.0,1.0,1.0,1.0,22.0,91.74,0.14,7.0,13.09,642.1,0.03,35.67,4,0,2,0,10.0,5.0,15.0,7.0,1.0,False
26150,6.0,1.0,1.0,1.0,14.0,48.43,0.19,5.25,9.73,239.86,0.02,13.33,4,0,0,0,7.0,3.0,11.0,3.0,1.0,False
26151,64.0,8.0,6.0,5.0,180.0,1005.29,0.04,23.15,42.71,28252.56,0.34,1569.59,43,6,6,5,20.0,30.0,107.0,73.0,15.0,True
26152,11.0,1.0,1.0,1.0,27.0,105.49,0.08,12.38,8.39,1172.68,0.04,65.15,7,0,2,0,9.0,4.0,21.0,10.0,1.0,False
26153,15.0,3.0,1.0,2.0,37.0,151.27,0.1,9.78,15.47,1479.06,0.05,82.17,13,1,0,0,8.0,9.0,21.0,16.0,5.0,False
26154,20.0,6.0,1.0,2.0,58.0,262.37,0.04,23.33,12.39,5593.06,0.09,326.84,15,0,3,0,12.0,9.0,35.0,25.0,11.0,False
26155,29.0,4.0,1.0,3.0,109.0,567.11,0.05,21.27,26.45,10885.9,0.19,604.77,23,0,2,0,16.0,19.0,61.0,48.0,7.0,False
26156,48.0,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,False
26157,8.0,2.0,1.0,2.0,17.0,60.94,0.3,3.5,17.41,213.31,0.02,11.85,6,0,0,0,6.0,6.0,10.0,7.0,3.0,True
26158,56.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
26159,26.0,4.0,1.0,2.0,62.0,286.73,0.05,18.22,15.0,5275.77,0.1,303.05,20,0,2,0,16.0,9.0,40.0,22.0,7.0,False
26160,22.0,4.0,1.0,3.0,60.0,291.48,0.07,13.5,22.79,4707.38,0.1,261.51,16,0,3,0,15.0,11.0,37.0,17.0,7.0,False
26161,17.0,3.0,1.0,2.0,38.0,171.9,0.09,11.0,18.0,2268.24,0.06,126.01,13,0,3,0,11.0,9.0,20.0,18.0,5.0,True
26162,22.0,3.0,1.0,3.0,75.0,371.56,0.07,13.5,24.31,4273.15,0.12,236.84,17,0,3,0,9.0,15.0,42.0,33.0,5.0,False
26163,20.0,2.0,1.0,1.0,48.0,233.18,0.08,12.35,18.69,2869.95,0.08,159.53,17,2,1,0,13.0,10.0,29.0,19.0,3.0,False
26164,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,8.4,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False
26165,8.0,1.0,1.0,1.0,21.0,65.73,0.3,3.33,20.51,219.1,0.02,12.17,4,0,1,0,4.0,6.0,11.0,10.0,1.0,False
26166,7.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,18.98,256.87,0.02,14.27,4,0,1,0,7.0,6.0,10.0,7.0,1.0,False
26167,151.0,8.0,6.0,6.0,243.0,1435.36,0.03,30.06,50.49,38840.84,0.48,2157.82,76,42,16,4,21.0,42.0,148.0,97.0,15.0,True
26168,61.0,9.0,4.0,6.0,142.0,871.1,0.04,24.94,36.12,22518.93,0.29,1251.05,40,14,8,0,18.0,24.0,86.0,66.0,17.0,True
26169,50.0,9.0,7.0,6.0,143.0,718.06,0.03,29.69,23.49,18729.9,0.24,1040.55,39,0,8,0,19.0,16.0,88.0,55.0,17.0,False
26170,18.0,4.0,4.0,1.0,41.0,174.17,0.08,12.0,13.93,1878.19,0.06,104.34,13,0,4,0,12.0,8.0,25.0,16.0,7.0,False
26171,22.0,3.0,1.0,2.0,65.0,288.86,0.05,18.86,16.64,5447.06,0.1,302.61,16,0,3,0,11.0,7.0,36.0,29.0,5.0,False
26172,95.0,7.0,5.0,5.0,299.0,1828.79,0.03,33.1,65.89,37963.44,0.61,2107.61,57,20,12,0,26.0,55.0,188.0,127.0,13.0,False
26173,23.0,2.0,1.0,2.0,55.0,240.81,0.11,9.5,26.01,2160.89,0.08,120.05,17,0,4,1,11.0,10.0,33.0,20.0,3.0,False
26174,74.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,False
26175,90.0,14.0,8.0,4.0,223.0,1312.55,0.03,31.91,42.33,45510.75,0.44,2528.37,61,17,8,0,21.0,31.0,130.0,81.0,27.0,True
26176,10.0,1.0,1.0,1.0,44.0,171.9,0.23,4.31,40.93,825.1,0.06,45.84,7,0,1,0,8.0,13.0,28.0,16.0,1.0,False
26177,21.0,2.0,1.0,2.0,80.0,388.64,0.1,10.5,36.69,3395.1,0.13,188.62,15,0,4,0,12.0,18.0,47.0,33.0,3.0,False
26178,12.0,2.0,1.0,2.0,33.0,128.93,0.15,6.5,19.77,957.75,0.04,53.21,8,0,2,0,9.0,9.0,20.0,13.0,3.0,False
26179,29.0,4.0,1.0,3.0,71.0,355.0,0.08,13.13,28.1,4104.96,0.12,228.05,24,0,3,0,13.0,16.0,37.0,34.0,7.0,False
26180,18.0,3.0,1.0,1.0,60.0,250.77,0.05,19.5,13.41,4514.51,0.08,251.99,12,0,4,0,13.0,8.0,35.0,22.0,5.0,False
26181,204.0,18.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,True
26182,21.0,3.0,1.0,2.0,38.0,148.46,0.1,9.9,15.78,1236.07,0.05,68.0,15,0,2,1,9.0,7.0,24.0,14.0,5.0,False
26183,23.0,3.0,1.0,3.0,50.0,232.19,0.12,8.67,27.53,1873.84,0.08,104.1,17,0,4,0,11.0,12.0,30.0,20.0,5.0,False
26184,129.0,16.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,False
26185,34.0,3.0,1.0,1.0,134.0,760.1,0.06,16.69,46.39,11871.1,0.25,659.51,25,0,5,1,13.0,26.0,73.0,61.0,5.0,True
26186,18.0,4.0,1.0,2.0,34.0,141.78,0.13,7.78,18.35,1043.09,0.05,57.95,14,0,2,0,10.0,9.0,21.0,13.0,7.0,False
26187,18.0,3.0,1.0,3.0,69.0,348.06,0.09,10.56,32.83,3709.61,0.12,206.09,15,0,1,0,13.0,16.0,41.0,28.0,5.0,False
26188,31.0,5.0,1.0,5.0,121.0,600.28,0.05,20.45,28.64,12033.0,0.2,668.58,25,0,4,0,17.0,19.0,75.0,46.0,9.0,False
26189,37.0,4.0,1.0,2.0,80.0,400.0,0.06,17.5,22.86,7000.05,0.13,388.89,22,3,8,0,17.0,17.0,49.0,33.0,7.0,False
26190,6.0,1.0,1.0,1.0,10.0,39.86,0.4,2.5,12.68,79.25,0.01,4.4,4,0,0,0,5.0,4.0,6.0,4.0,1.0,False
26191,36.0,13.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
26192,13.0,3.0,1.0,3.0,57.0,236.35,0.11,9.5,24.55,1920.77,0.08,106.71,11,0,0,0,8.0,8.0,30.0,21.0,5.0,False
26193,27.0,3.0,1.0,3.0,77.0,391.73,0.12,8.75,45.8,3320.33,0.13,184.46,23,0,4,0,11.0,22.0,40.0,35.0,5.0,False
26194,17.0,5.0,1.0,1.0,75.0,375.0,0.17,6.0,57.51,2625.0,0.13,145.83,14,0,1,0,9.0,18.0,57.0,18.0,9.0,False
26195,21.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
26196,56.0,17.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
26197,7.0,1.0,1.0,1.0,37.0,148.0,0.24,4.2,37.82,715.2,0.05,39.73,4,0,1,0,6.0,10.0,20.0,17.0,1.0,False
26198,4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3.0,0.0,3.0,0.0,1.0,False
26199,15.0,4.0,4.0,1.0,49.0,230.32,0.08,13.14,15.83,2823.12,0.08,156.84,9,0,2,2,12.0,11.0,29.0,21.0,7.0,False
26200,7.0,1.0,1.0,1.0,22.0,79.95,0.38,2.67,39.98,250.07,0.03,13.89,4,0,1,0,4.0,12.0,13.0,11.0,1.0,False
26201,20.0,2.0,1.0,2.0,43.0,206.82,0.1,10.45,20.17,2155.39,0.07,119.74,14,0,2,0,13.0,11.0,23.0,20.0,3.0,True
26202,39.0,5.0,3.0,3.0,87.0,438.86,0.08,12.25,35.36,5434.21,0.15,301.9,24,6,5,0,14.0,20.0,53.0,36.0,9.0,True
26203,4.0,2.0,1.0,1.0,16.0,62.51,0.2,5.0,11.2,291.41,0.02,16.19,2,0,0,0,8.0,4.0,9.0,7.0,3.0,False
26204,67.0,9.0,4.0,5.0,108.0,524.66,0.05,18.67,28.11,9793.69,0.17,544.09,41,15,9,0,21.0,15.0,68.0,40.0,17.0,False
26205,143.0,15.0,11.0,5.0,431.0,2458.94,0.02,44.24,49.5,77280.98,0.82,4293.39,120,10,11,0,23.0,41.0,231.0,152.0,29.0,True
26206,8.0,1.0,1.0,1.0,23.0,89.86,0.21,4.8,16.68,393.13,0.03,21.84,5,0,1,0,8.0,5.0,13.0,10.0,1.0,False
26207,62.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
26208,19.0,3.0,1.0,2.0,73.0,325.54,0.09,11.5,28.14,3937.78,0.11,218.77,14,0,3,1,11.0,11.0,46.0,27.0,5.0,True
26209,4.0,1.0,1.0,1.0,6.0,15.51,0.67,1.5,7.74,31.02,0.01,1.72,2,0,0,0,3.0,2.0,5.0,2.0,1.0,False
26210,13.0,3.0,1.0,3.0,34.0,144.43,0.13,7.5,20.0,1043.09,0.05,57.95,9,0,2,0,9.0,9.0,21.0,15.0,5.0,False
26211,11.0,2.0,1.0,2.0,46.0,210.91,0.13,7.73,25.66,1592.51,0.07,88.47,8,0,1,0,12.0,11.0,26.0,20.0,3.0,False
26212,39.0,12.0,10.0,9.0,132.0,687.32,0.06,17.83,40.0,14518.45,0.23,806.25,32,0,7,0,15.0,23.0,80.0,52.0,23.0,False
26213,44.0,22.0,20.0,1.0,183.0,971.35,0.02,41.35,20.6,64740.1,0.32,3596.67,38,0,2,0,21.0,13.0,109.0,68.0,43.0,False
26214,19.0,4.0,1.0,4.0,58.0,269.34,0.08,12.32,22.25,3966.18,0.09,220.34,13,0,4,0,12.0,14.0,33.0,25.0,7.0,True
26215,77.0,6.0,3.0,5.0,205.0,1066.79,0.05,21.1,58.18,32322.63,0.36,1795.7,39,8,26,0,14.0,30.0,127.0,78.0,11.0,True
26216,14.0,3.0,3.0,2.0,30.0,125.1,0.17,6.0,19.25,1123.34,0.04,62.41,10,0,2,0,9.0,9.0,19.0,12.0,5.0,False
26217,24.0,4.0,1.0,4.0,81.0,397.46,0.05,19.69,21.18,8086.76,0.13,449.18,18,0,4,0,16.0,13.0,49.0,28.0,7.0,False
26218,27.0,3.0,1.0,3.0,73.0,360.0,0.07,13.85,25.88,5246.31,0.12,291.46,18,2,5,0,11.0,13.0,45.0,30.0,5.0,False
26219,7.0,3.0,1.0,3.0,25.0,100.08,0.18,5.63,17.79,583.79,0.03,32.43,5,0,0,0,9.0,8.0,15.0,10.0,5.0,False
26220,70.0,11.0,5.0,6.0,233.0,1364.91,0.04,28.25,49.31,39316.83,0.45,2184.27,52,9,7,0,23.0,40.0,128.0,103.0,21.0,True
26221,26.0,3.0,1.0,1.0,58.0,262.37,0.09,11.0,22.93,3121.44,0.09,173.41,17,1,4,3,12.0,12.0,32.0,22.0,5.0,False
26222,36.0,2.0,1.0,2.0,127.0,645.73,0.11,9.23,50.72,5485.65,0.22,304.76,26,3,3,0,12.0,31.0,69.0,48.0,3.0,True
26223,6.0,2.0,1.0,1.0,14.0,48.43,0.28,3.6,13.02,174.36,0.02,9.69,3,0,1,0,6.0,5.0,8.0,6.0,3.0,False
26224,91.0,22.0,6.0,13.0,382.0,2117.42,0.03,37.68,67.23,72442.7,0.71,4024.59,74,12,14,0,25.0,56.0,239.0,138.0,43.0,True
26225,50.0,3.0,1.0,2.0,158.0,843.67,0.04,23.85,31.39,18774.01,0.28,1043.0,38,1,7,0,17.0,20.0,93.0,55.0,5.0,False
26226,17.0,3.0,1.0,2.0,43.0,206.72,0.14,7.31,26.55,1542.07,0.07,85.67,13,0,2,1,10.0,13.0,24.0,19.0,5.0,False
26227,109.0,4.0,1.0,4.0,366.0,2023.63,0.04,27.14,77.83,53556.22,0.67,2975.35,74,0,34,0,21.0,59.0,211.0,143.0,7.0,False
26228,77.0,11.0,4.0,7.0,275.0,1482.59,0.02,40.38,35.52,57786.5,0.49,3210.36,72,0,4,0,21.0,31.0,142.0,133.0,21.0,True
26229,15.0,3.0,1.0,2.0,62.0,284.27,0.08,12.92,23.19,3771.1,0.09,209.51,9,1,3,0,14.0,13.0,41.0,21.0,5.0,False
26230,16.0,2.0,1.0,2.0,37.0,151.24,0.15,6.22,22.07,941.02,0.05,52.28,12,1,1,0,8.0,7.0,23.0,14.0,3.0,False
26231,18.0,3.0,1.0,1.0,44.0,196.21,0.09,11.38,16.78,1750.38,0.07,97.24,13,0,3,0,13.0,8.0,29.0,14.0,5.0,False
26232,8.0,1.0,1.0,1.0,15.0,49.83,0.33,3.0,15.95,124.57,0.02,6.92,6,0,0,0,6.0,5.0,10.0,5.0,1.0,False
26233,5.0,1.0,1.0,1.0,15.0,51.89,0.29,3.5,17.79,151.35,0.02,8.41,3,0,0,0,5.0,6.0,8.0,7.0,1.0,False
26234,61.0,1.0,1.0,1.0,168.0,938.26,0.07,13.65,63.3,13437.64,0.31,748.75,37,7,12,0,12.0,31.0,85.0,83.0,1.0,False
26235,24.0,2.0,1.0,2.0,87.0,404.24,0.08,13.13,29.79,5620.38,0.13,312.24,14,3,6,0,12.0,16.0,52.0,31.0,3.0,False
26236,134.0,22.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,False
26237,16.0,3.0,1.0,3.0,47.0,209.59,0.15,6.56,31.07,1490.74,0.07,82.82,12,0,2,0,10.0,15.0,27.0,20.0,5.0,False
26238,7.0,1.0,1.0,1.0,16.0,59.21,0.24,4.2,14.41,241.76,0.02,13.43,4,0,1,0,7.0,5.0,9.0,7.0,1.0,False
26239,161.0,22.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,45.0,True
26240,8.0,2.0,1.0,1.0,25.0,102.19,0.14,7.33,12.37,894.45,0.03,49.69,6,0,0,0,11.0,6.0,17.0,8.0,3.0,False
26241,34.0,1.0,1.0,1.0,137.0,702.72,0.04,22.82,29.24,14686.72,0.23,815.93,22,4,5,0,12.0,17.0,81.0,56.0,1.0,False
26242,10.0,1.0,1.0,1.0,24.0,91.38,0.2,5.0,19.1,484.92,0.03,26.94,5,0,3,0,8.0,8.0,14.0,10.0,1.0,False
26243,59.0,5.0,1.0,2.0,110.0,581.39,0.05,19.55,29.58,8539.23,0.19,474.4,37,11,7,0,16.0,20.0,63.0,45.0,9.0,False
26244,19.0,2.0,1.0,2.0,43.0,204.46,0.13,7.8,26.57,1468.79,0.07,81.6,14,0,3,0,12.0,15.0,23.0,20.0,3.0,False
26245,80.0,10.0,8.0,5.0,381.0,2139.1,0.02,59.07,24.31,139459.89,0.71,7747.77,61,7,6,2,23.0,19.0,239.0,138.0,19.0,False
26246,7.0,1.0,1.0,1.0,23.0,89.86,0.13,8.0,11.23,718.87,0.03,39.94,4,1,0,0,10.0,5.0,14.0,9.0,1.0,False
26247,10.0,2.0,1.0,1.0,28.0,106.61,0.12,8.57,13.16,962.49,0.04,53.47,7,0,1,0,6.0,5.0,14.0,14.0,3.0,False
26248,82.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
26249,20.0,1.0,1.0,1.0,54.0,247.59,0.15,6.68,37.53,1679.66,0.08,93.31,15,1,4,0,7.0,14.0,29.0,25.0,1.0,False
26250,28.0,3.0,1.0,3.0,81.0,405.0,0.06,17.5,22.12,7905.12,0.14,439.28,20,1,4,0,14.0,14.0,50.0,31.0,5.0,True
26251,35.0,6.0,1.0,5.0,109.0,553.18,0.07,14.46,35.4,7210.77,0.18,400.6,26,0,5,1,13.0,19.0,59.0,42.0,11.0,True
26252,25.0,3.0,1.0,2.0,59.0,263.11,0.08,11.5,22.88,3025.72,0.09,168.1,19,0,3,0,11.0,11.0,36.0,23.0,5.0,False
26253,67.0,6.0,6.0,3.0,169.0,893.23,0.03,25.78,31.58,2968.29,0.3,164.91,36,17,9,0,18.0,25.0,102.0,67.0,11.0,False
26254,17.0,2.0,1.0,2.0,40.0,183.4,0.12,8.4,20.9,1467.19,0.06,81.51,12,0,3,0,12.0,10.0,22.0,16.0,3.0,False
26255,14.0,4.0,1.0,3.0,37.0,167.37,0.15,6.8,24.02,907.6,0.06,50.42,9,0,3,0,8.0,10.0,19.0,18.0,7.0,False
26256,25.0,5.0,1.0,5.0,62.0,307.16,0.12,8.39,36.59,2450.53,0.1,136.14,0,0,5,0,10.0,19.0,36.0,27.0,9.0,False
26257,18.0,2.0,1.0,2.0,41.0,180.09,0.14,7.13,25.28,1283.11,0.06,71.28,14,0,2,0,9.0,12.0,23.0,18.0,3.0,False
26258,11.0,2.0,1.0,2.0,25.0,102.19,0.11,9.17,11.15,936.71,0.03,52.04,7,0,2,0,11.0,6.0,15.0,10.0,3.0,False
26259,10.0,2.0,1.0,2.0,23.0,89.92,0.16,6.42,14.01,565.2,0.03,31.51,7,0,1,0,11.0,6.0,16.0,7.0,3.0,False
26260,31.0,5.0,1.0,3.0,67.0,322.84,0.09,10.95,30.96,3702.86,0.11,205.94,23,0,5,0,13.0,17.0,42.0,25.0,9.0,False
26261,13.0,3.0,3.0,2.0,46.0,213.62,0.11,9.0,24.21,1996.51,0.07,110.92,8,0,3,0,13.0,13.0,28.0,18.0,5.0,True
26262,13.0,2.0,1.0,1.0,17.0,62.91,0.4,2.5,25.16,157.27,0.02,8.74,11,0,0,0,5.0,7.0,10.0,7.0,3.0,False
26263,15.0,3.0,1.0,2.0,37.0,162.52,0.13,7.56,21.34,1153.98,0.05,64.03,11,0,2,0,11.0,11.0,23.0,14.0,5.0,False
26264,82.0,5.0,1.0,3.0,244.0,1385.21,0.03,28.97,53.25,38754.01,0.46,2153.0,36,1,11,0,21.0,31.0,132.0,111.0,9.0,True
26265,8.0,2.0,1.0,2.0,22.0,89.92,0.16,6.25,14.01,429.12,0.03,23.84,6,0,0,0,10.0,6.0,15.0,8.0,3.0,True
26266,26.0,5.0,1.0,3.0,84.0,448.01,0.07,15.0,28.4,5922.62,0.15,329.03,24,0,1,0,15.0,18.0,45.0,39.0,9.0,False
26267,16.0,2.0,1.0,2.0,58.0,262.37,0.08,11.85,24.31,3005.29,0.09,167.1,11,0,3,0,15.0,13.0,37.0,21.0,3.0,True
26268,54.0,9.0,1.0,1.0,86.0,434.26,0.08,12.14,40.76,6729.66,0.14,373.87,40,4,7,0,9.0,14.0,59.0,37.0,14.0,True
26269,19.0,3.0,3.0,2.0,75.0,381.56,0.07,13.8,23.55,4764.79,0.13,264.71,14,0,3,0,12.0,15.0,42.0,33.0,5.0,False
26270,87.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
26271,40.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
